City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Data
365,namie,37.4833,141.0,55.99,57,10,1.99,JP,1614015077
366,xining,36.6167,101.7667,34.88,62,0,1.21,CN,1614015077
367,port hedland,-20.3167,118.5667,87.8,55,72,10.36,AU,1614015077
368,barinas,8.6226,-70.2075,93.76,30,32,6.46,VE,1614015077
369,bahia blanca,-38.7196,-62.2724,80.69,18,21,11.3,AR,1614015077
370,manado,1.487,124.8455,77.0,94,20,5.66,ID,1614015077
371,san francisco,37.7749,-122.4194,62.6,55,20,4.61,US,1614014638
372,lara,-38.0167,144.4,51.8,87,19,10.36,AU,1614014971
373,ambilobe,-13.2,49.05,75.16,91,100,2.17,MG,1614015078
374,port lincoln,-34.7333,135.8667,58.89,69,34,12.86,AU,1614015078
375,ixtapa,20.7,-105.2,73.4,68,1,4.61,MX,1614015079
376,japura,-0.3167,102.35,73.22,87,86,2.35,ID,1614015063
377,tananger,58.9333,5.6,48.2,81,0,9.22,NO,1614015079
378,walvis bay,-22.9575,14.5053,64.4,72,0,6.91,NA,1614015079
379,bereda,43.2686,-7.5406,54.0,53,29,7.0,ES,1614015079
380,dmitrov,56.35,37.5167,-0.4,78,0,11.18,RU,1614015079
381,boddam,57.4667,-1.7833,46.4,57,50,8.05,GB,1614015079
382,lasa,46.6166,10.7002,50.0,57,0,3.44,IT,1614015080
383,sorland,67.667,12.6934,41.0,75,40,20.71,NO,1614015080
384,yumen,40.2833,97.2,33.39,50,62,17.83,CN,1614015080
385,namwala,-15.7504,26.4384,69.12,87,100,4.36,ZM,1614015080
386,florida,28.7505,-82.5001,78.8,53,40,3.44,US,1614014986
387,broken hill,-31.95,141.4333,59.0,51,0,17.27,AU,1614015080
388,jining,35.405,116.5814,41.18,59,100,7.0,CN,1614015080
389,srednekolymsk,67.45,153.6833,-34.08,97,3,2.64,RU,1614015081
390,bairiki,1.3292,172.9752,78.8,89,20,8.05,KI,1614015081
391,sosnovo-ozerskoye,52.5249,111.5418,-15.75,89,16,1.79,RU,1614015081
392,quelimane,-17.8786,36.8883,86.0,84,75,9.22,MZ,1614015081
393,harper,4.375,-7.7169,80.76,82,16,6.31,LR,1614015081
394,pimentel,-6.8367,-79.9342,82.4,51,0,17.27,PE,1614015081
395,rawson,-43.3002,-65.1023,71.6,30,2,12.44,AR,1614015081
396,iracoubo,5.4802,-53.2011,80.46,73,80,13.53,GF,1614015082
397,merauke,-8.4667,140.3333,81.09,80,100,3.47,ID,1614015082
398,takab,36.4009,47.1133,23.63,84,0,4.32,IR,1614014966
399,trinidad,-14.8333,-64.9,77.0,88,90,4.0,BO,1614015082
400,omsukchan,62.5333,155.8,-28.7,88,2,3.67,RU,1614015082
401,condado,21.8767,-79.8403,84.2,51,20,3.44,CU,1614015083
402,maragogi,-9.0122,-35.2225,83.57,65,8,10.87,BR,1614015013
403,tramore,52.1624,-7.1524,48.99,86,35,10.0,IE,1614015083
404,fuerte olimpo,-21.0415,-57.8738,99.81,30,0,5.77,PY,1614015083
405,roald,62.5833,6.1333,41.0,100,75,8.05,NO,1614015083
406,lakes entrance,-37.8811,147.981,54.0,80,20,1.01,AU,1614015084
407,svobodnyy,51.4,128.1333,-15.3,85,8,11.7,RU,1614015084
408,pitimbu,-7.4706,-34.8086,89.6,55,20,12.66,BR,1614015084
409,duki,30.1541,68.5728,63.36,28,10,5.01,PK,1614015033
410,xichang,27.8964,102.2634,50.79,60,0,2.19,CN,1614015084
411,charters towers,-20.1,146.2667,77.27,66,28,9.89,AU,1614015084
412,myanaung,18.2833,95.3167,75.34,48,32,0.85,MM,1614015084
413,lexington park,38.2668,-76.4538,44.01,93,90,11.5,US,1614015084
414,kiruna,67.8557,20.2251,8.6,78,90,14.97,SE,1614014830
415,lamu,-2.2717,40.902,78.4,84,98,13.02,KE,1614015085
416,camacari,-12.6975,-38.3242,86.0,66,40,13.8,BR,1614015062
417,balikpapan,-1.2675,116.8289,75.15,91,92,2.48,ID,1614015085
418,puerto carreno,6.189,-67.4859,97.21,32,13,8.68,CO,1614015085
419,colares,38.7992,-9.4469,60.01,72,40,12.66,PT,1614015085
420,garissa,-0.4536,39.6401,90.97,36,99,7.58,KE,1614015086
421,san cristobal,7.7669,-72.225,75.2,88,75,4.61,VE,1614015086
422,talladega,33.4359,-86.1058,57.2,82,90,6.62,US,1614015086
423,balakhta,55.38,91.6,3.25,93,100,7.07,RU,1614015086
424,raudeberg,61.9875,5.1352,44.01,92,100,12.93,NO,1614015087
425,mandalgovi,45.7625,106.2708,15.35,71,57,7.58,MN,1614015087
426,rundu,-17.9333,19.7667,70.47,85,43,6.71,NA,1614014844
427,quatre cocos,-20.2078,57.7625,81.0,83,40,11.5,MU,1614015088
428,flin flon,54.7682,-101.865,32.0,80,75,8.05,CA,1614015088
429,gorontalo,0.5412,123.0595,75.78,88,99,3.96,ID,1614015088
430,sena madureira,-9.0656,-68.6569,85.73,75,55,1.61,BR,1614015088
431,viking,53.1001,-111.7684,37.4,65,10,16.11,CA,1614015088
432,whitehorse,60.7161,-135.0538,1.4,78,75,4.61,CA,1614015008
433,hamilton,39.1834,-84.5333,37.99,75,90,17.27,US,1614014978
434,kangaatsiaq,68.3065,-53.4641,3.79,93,22,9.51,GL,1614015088
435,praia,14.9215,-23.5087,75.2,60,20,31.07,CV,1614015089
436,rapid city,44.0805,-103.231,53.6,32,1,18.41,US,1614015089
437,mount gambier,-37.8333,140.7667,50.0,76,40,5.75,AU,1614015090
438,kyzyl-suu,42.3414,78.0056,28.71,62,98,7.31,KG,1614015090
439,byron bay,-28.65,153.6167,71.6,88,75,3.44,AU,1614015090
440,provideniya,64.3833,-173.3,-12.59,91,36,2.93,RU,1614015090
441,channel-port aux basques,47.5702,-59.1367,26.44,93,84,19.73,CA,1614015090
442,mathathane,-22.2687,28.7495,77.58,65,36,17.56,BW,1614015090
443,hasaki,35.7333,140.8333,54.0,58,0,4.61,JP,1614015090
444,bani,18.2833,-70.3333,86.0,62,40,9.22,DO,1614015091
445,ballina,-28.8667,153.5667,71.6,88,75,3.44,AU,1614015091
446,todos santos,23.45,-110.2167,69.01,70,85,4.0,MX,1614015091
447,bam,29.106,58.357,59.47,32,14,2.8,IR,1614015092
448,prado,-17.3411,-39.2208,81.61,73,79,11.34,BR,1614015092
449,luderitz,-26.6481,15.1594,65.79,69,0,18.16,NA,1614015092
450,menomonie,44.8755,-91.9193,34.0,74,1,8.05,US,1614014971
451,san carlos de bariloche,-41.1456,-71.3082,69.01,38,0,24.16,AR,1614015092
452,brenham,30.1669,-96.3977,66.99,39,1,4.61,US,1614015029
453,forssa,60.8146,23.6215,16.0,88,100,3.0,FI,1614015092
454,palmer,42.1584,-72.3287,39.0,64,90,9.22,US,1614015093
455,kampong cham,11.9934,105.4635,72.72,74,85,12.55,KH,1614015008
456,kutum,14.2,24.6667,66.45,17,57,14.09,SD,1614015093
457,tahta,26.7693,31.5021,64.4,29,0,16.11,EG,1614015093
458,man,7.4125,-7.5538,87.55,32,77,1.88,CI,1614015093
459,isangel,-19.55,169.2667,78.35,81,97,11.88,VU,1614015093
460,hofn,64.2539,-15.2082,39.2,81,0,3.44,IS,1614015094
461,port blair,11.6667,92.75,78.04,72,23,4.99,IN,1614015094
462,gamba,-2.65,10.0,78.67,84,100,8.55,GA,1614015094
463,vanavara,60.34,102.2797,-9.22,91,100,1.12,RU,1614015095
464,bumba,2.1833,22.4667,83.55,44,40,2.75,CD,1614015095
465,nampula,-15.1165,39.2666,82.4,69,75,5.75,MZ,1614015095
466,timmins,48.4669,-81.3331,24.8,80,90,10.36,CA,1614014893
467,bucerias,20.75,-105.3333,73.4,68,1,4.61,MX,1614014811
468,erzin,36.9559,36.2,57.99,34,0,5.75,TR,1614015095
469,ulladulla,-35.35,150.4667,63.0,82,90,8.05,AU,1614015095
470,mount isa,-20.7333,139.5,80.6,65,54,6.91,AU,1614014932
471,jieshi,22.8134,115.8257,70.0,70,10,4.25,CN,1614015096
472,hobyo,5.3505,48.5268,78.22,74,69,16.98,SO,1614015096
473,petropavlovsk-kamchatskiy,53.0452,158.6483,21.2,68,93,4.47,RU,1614015096
474,asau,46.4333,26.4,43.0,50,1,5.77,RO,1614015096
475,taoudenni,22.6783,-3.9836,83.73,14,34,6.69,ML,1614015097
476,afsin,38.2477,36.914,25.9,84,0,2.15,TR,1614015097
477,indianola,41.3581,-93.5574,37.99,64,75,16.11,US,1614014879
478,kuytun,54.3419,101.5036,3.94,95,100,4.99,RU,1614015097
479,castrillon,43.3979,-6.7922,53.6,66,0,6.91,ES,1614015097
480,sakakah,29.9697,40.2064,57.2,33,0,13.8,SA,1614015097
481,ligayan,4.6533,119.4706,80.96,79,0,15.37,PH,1614015097
482,ariquemes,-9.9133,-63.0408,83.43,75,99,2.26,BR,1614015097
483,wum,6.3833,10.0667,72.9,23,69,2.19,CM,1614015098
484,jawhar,2.7809,45.5005,76.42,74,78,19.33,SO,1614015074
485,north bend,43.4065,-124.2243,50.0,93,90,10.36,US,1614015098
486,waingapu,-9.6567,120.2641,78.57,82,100,5.23,ID,1614015098
487,fort nelson,58.8053,-122.7002,-2.2,71,75,2.3,CA,1614015002
488,morwell,-38.2333,146.4,51.01,85,2,1.01,AU,1614015099
489,yarada,17.65,83.2667,69.8,88,0,2.3,IN,1614015099
490,kalaleh,37.3807,55.4916,46.4,87,90,4.61,IR,1614015099
491,pimenta bueno,-11.6725,-61.1936,85.51,68,91,4.14,BR,1614015099
492,esso,55.9333,158.7,10.02,96,100,3.67,RU,1614015099
493,lhokseumawe,5.1801,97.1507,77.5,82,100,4.12,ID,1614015099
494,college,64.8569,-147.8028,-24.0,98,40,1.36,US,1614015100
495,mahibadhoo,3.7833,72.9667,82.08,79,99,14.63,MV,1614015100
496,kloulklubed,7.0419,134.2556,77.0,94,75,13.24,PW,1614015100
497,rincon,32.296,-81.2354,75.2,46,20,19.57,US,1614015100
498,lagoa,39.05,-27.9833,60.93,89,98,32.97,PT,1614015100
499,guerrero negro,27.9769,-114.0611,69.44,18,73,3.2,MX,1614015012
500,ketchikan,55.3422,-131.6461,35.6,100,90,5.75,US,1614015100
501,la paz,-16.5,-68.15,57.2,38,75,14.97,BO,1614014837
502,fare,-16.7,-151.0167,81.81,73,99,9.62,PF,1614015101
503,ambunti,-4.2365,142.8448,71.98,99,100,1.23,PG,1614015101
504,taguatinga,-12.3857,-46.5711,86.18,58,94,2.82,BR,1614015101
505,na wa,17.4897,104.1006,82.99,49,88,8.55,TH,1614015101
506,saryg-sep,51.5,95.6,9.23,92,97,1.81,RU,1614015101
507,harindanga,22.0383,88.3214,73.4,68,68,7.09,IN,1614015102
508,mercedes,-34.6515,-59.4307,93.67,31,37,11.97,AR,1614015102
509,lucea,18.451,-78.1736,84.2,58,40,12.66,JM,1614015102
510,kalmunai,7.4167,81.8167,77.85,86,35,7.23,LK,1614015102
511,korop,51.5664,32.9586,32.86,97,100,8.46,UA,1614015102
512,acapulco,16.8634,-99.8901,82.4,61,40,5.75,MX,1614015102
513,baykit,61.67,96.37,-12.55,85,100,1.74,RU,1614015103
514,oxford,51.7522,-1.256,50.0,76,20,1.14,GB,1614015045
515,naduvattam,11.4833,76.5667,53.29,100,20,3.47,IN,1614015103
516,abu samrah,35.3029,37.1841,44.85,46,0,9.78,SY,1614015103
517,chicama,-7.8447,-79.1469,68.0,88,75,5.75,PE,1614015103
518,leningradskiy,69.3833,178.4167,-12.84,87,100,8.66,RU,1614015103
519,ilheus,-14.7889,-39.0494,82.4,78,40,6.91,BR,1614014902
520,maldonado,-34.6667,-54.9167,71.6,88,90,11.5,UY,1614015103
521,saint-joseph,-21.3667,55.6167,82.4,74,75,6.91,RE,1614015104
522,troitskoye,52.9821,84.6757,-4.83,90,99,4.88,RU,1614015104
523,sept-iles,50.2001,-66.3821,27.0,54,75,10.36,CA,1614015062
524,pangody,65.85,74.4859,-37.57,82,1,4.85,RU,1614015105
525,huancavelica,-12.7667,-74.9833,48.27,67,96,9.1,PE,1614015105
526,greenville,35.6127,-77.3663,62.6,63,40,24.16,US,1614015105
527,wonthaggi,-38.6044,145.5913,57.0,63,49,11.86,AU,1614015105
528,tashtagol,52.7657,87.8894,6.3,93,100,3.44,RU,1614015106
529,andenes,69.3143,16.1194,33.8,86,75,19.57,NO,1614015106
530,miandoab,36.9694,46.1027,26.6,86,0,1.63,IR,1614014941
531,save,8.0425,2.486,92.25,11,29,3.51,BJ,1614015106
532,yar-sale,66.8333,70.8333,-36.09,82,0,3.58,RU,1614015106
533,letnyaya stavka,45.4306,43.4472,34.92,97,100,22.68,RU,1614015106
534,kozhva,65.1073,57.0459,-32.21,96,2,1.52,RU,1614015106
535,valparaiso,-33.0393,-71.6273,68.0,56,0,6.91,CL,1614015107
536,mattru,7.6244,-11.8332,85.24,67,79,5.41,SL,1614015107
537,olafsvik,64.8945,-23.7142,35.37,84,99,9.04,IS,1614015107
538,baghdad,33.3406,44.4009,50.0,40,0,5.75,IQ,1614014902
539,praia da vitoria,38.7333,-27.0667,62.6,94,75,34.85,PT,1614015107
540,atar,20.5169,-13.0499,86.72,16,0,17.02,MR,1614015107
541,tarauaca,-8.1614,-70.7656,88.02,66,61,1.5,BR,1614015108
542,poum,-20.2333,164.0167,81.7,79,8,18.03,NC,1614015108
